step,loss,loss/distill_future_flow,loss/distill_future_flow_mean,loss/distill_future_force,loss/distill_future_force_mean,loss/hand_synergy,loss/student_action,loss/student_action_arm,loss/student_action_hand,loss/tactile_refiner_delta_reg,loss/teacher_action,loss/teacher_action_arm,loss/teacher_action_hand,loss/total
11300,0.0574046,0.0,0.0,0.04651598,0.04651598,0.0,0.02777751,0.03849678,0.04787345,0.0,0.02497549,0.03606592,0.04180608,0.0574046
11400,0.05987089,0.0,0.0,0.04405282,0.04405282,0.0,0.02877502,0.04107851,0.04856592,0.0,0.02669059,0.04005971,0.04375164,0.05987089
11500,0.05640286,0.0,0.0,0.04485057,0.04485057,0.0,0.02745787,0.03722879,0.04856482,0.0,0.02445993,0.03589312,0.04172772,0.05640286
11600,0.05703549,0.0,0.0,0.04396094,0.04396094,0.0,0.02751632,0.03884013,0.04676388,0.0,0.02512308,0.03671675,0.04191281,0.05703549
11700,0.05812909,0.0,0.0,0.04316836,0.04316836,0.0,0.02763415,0.04042707,0.04561315,0.0,0.02617811,0.03929513,0.04230013,0.05812909
11800,0.05670385,0.0,0.0,0.0447006,0.0447006,0.0,0.02780222,0.03926225,0.04796453,0.0,0.02443157,0.03750943,0.04028251,0.05670385
11900,0.05463155,0.0,0.0,0.04160855,0.04160855,0.0,0.02635994,0.0398329,0.04352358,0.0,0.02411075,0.03794022,0.0388057,0.05463155
12000,0.05652738,0.0,0.0,0.0431932,0.0431932,0.0,0.02736102,0.03946627,0.04576222,0.0,0.02484703,0.03795781,0.03996088,0.05652738
12100,0.05710492,0.0,0.0,0.04604996,0.04604996,0.0,0.0280586,0.03855887,0.04904616,0.0,0.02444133,0.03668988,0.04043194,0.05710492
12200,0.05620953,0.0,0.0,0.04689939,0.04689939,0.0,0.02689567,0.03946617,0.04493755,0.0,0.02462393,0.03772433,0.04023536,0.05620953
12300,0.0537064,0.0,0.0,0.04503138,0.04503138,0.0,0.02566659,0.03591059,0.04414389,0.0,0.02353668,0.03446108,0.03939325,0.0537064
12400,0.05979377,0.0,0.0,0.0482766,0.0482766,0.0,0.02870733,0.03972453,0.04946779,0.0,0.02625879,0.03827097,0.04361547,0.05979377
12500,0.05076911,0.0,0.0,0.04401386,0.04401386,0.0,0.02451715,0.03459869,0.04230651,0.0,0.02185057,0.03392122,0.03583411,0.05076911
12600,0.05188416,0.0,0.0,0.04366932,0.04366932,0.0,0.02506973,0.0362542,0.04335271,0.0,0.02244749,0.03505659,0.03690675,0.05188416
12700,0.05503323,0.0,0.0,0.04261294,0.04261294,0.0,0.02668544,0.03792964,0.04549912,0.0,0.02408649,0.03721238,0.03922708,0.05503323
12800,0.05257284,0.0,0.0,0.04120626,0.04120626,0.0,0.02534194,0.03633546,0.04284342,0.0,0.02311026,0.03536671,0.03769216,0.05257284
12900,0.05236951,0.0,0.0,0.04330762,0.04330762,0.0,0.02509342,0.036359,0.04256289,0.0,0.02294532,0.03568086,0.03778328,0.05236951
13000,0.05525434,0.0,0.0,0.04690687,0.04690687,0.0,0.02710728,0.03773843,0.04643018,0.0,0.02345637,0.03642301,0.03726662,0.05525434
13100,0.04925316,0.0,0.0,0.04185791,0.04185791,0.0,0.02364003,0.03415657,0.04067319,0.0,0.02142733,0.03280978,0.03563977,0.04925316
13200,0.05124388,0.0,0.0,0.04647357,0.04647357,0.0,0.02492201,0.03483408,0.04317869,0.0,0.02167452,0.03287473,0.03586883,0.05124388
13300,0.05134724,0.0,0.0,0.04396483,0.04396483,0.0,0.02462076,0.0338131,0.04271026,0.0,0.02233,0.03310811,0.03744864,0.05134724
13400,0.0475792,0.0,0.0,0.04224295,0.04224295,0.0,0.02281906,0.0325692,0.03942728,0.0,0.02053585,0.03154078,0.03406476,0.0475792
13500,0.05167745,0.0,0.0,0.04505013,0.04505013,0.0,0.02477297,0.0351118,0.04270307,0.0,0.02239947,0.03433824,0.03724098,0.05167745
13600,0.05159521,0.0,0.0,0.04245367,0.04245367,0.0,0.02493826,0.03613399,0.04135636,0.0,0.02241158,0.03471244,0.03583027,0.05159521
13700,0.04951211,0.0,0.0,0.0455396,0.0455396,0.0,0.0238563,0.03334134,0.04092174,0.0,0.02110185,0.03241016,0.03457105,0.04951211
13800,0.05174477,0.0,0.0,0.04488517,0.04488517,0.0,0.02488885,0.03399872,0.04261886,0.0,0.0223674,0.03242985,0.03658295,0.05174477
13900,0.05093311,0.0,0.0,0.045339,0.045339,0.0,0.02493892,0.033748,0.04349421,0.0,0.02146029,0.03196556,0.03513885,0.05093311
14000,0.05034661,0.0,0.0,0.04577744,0.04577744,0.0,0.02385552,0.03404135,0.04064022,0.0,0.02191335,0.03298432,0.03614555,0.05034661
14100,0.05102798,0.0,0.0,0.04255295,0.04255295,0.0,0.02464578,0.03473866,0.04164665,0.0,0.02212691,0.03288909,0.03597101,0.05102798
14200,0.04777274,0.0,0.0,0.04342781,0.04342781,0.0,0.02313751,0.03256534,0.04021882,0.0,0.02029245,0.03121471,0.03342524,0.04777274
14300,0.05158648,0.0,0.0,0.04342738,0.04342738,0.0,0.0250456,0.03619819,0.04202028,0.0,0.02219814,0.03457901,0.03556577,0.05158648
14400,0.04931249,0.0,0.0,0.04062621,0.04062621,0.0,0.02376158,0.03390456,0.03973379,0.0,0.02148828,0.03287093,0.0345825,0.04931249
14500,0.04917476,0.0,0.0,0.04175687,0.04175687,0.0,0.02361995,0.03464098,0.03998153,0.0,0.02137913,0.03347944,0.03474863,0.04917476
14600,0.05084538,0.0,0.0,0.04549255,0.04549255,0.0,0.02454309,0.0342757,0.04277934,0.0,0.02175304,0.03267245,0.03613352,0.05084538
14700,0.04693279,0.0,0.0,0.04040013,0.04040013,0.0,0.02245597,0.03255415,0.03796563,0.0,0.02043681,0.03163083,0.0335539,0.04693279
14800,0.04771511,0.0,0.0,0.04316207,0.04316207,0.0,0.02269086,0.03245788,0.03877503,0.0,0.02070804,0.0309325,0.03474947,0.04771511
14900,0.04922181,0.0,0.0,0.04339245,0.04339245,0.0,0.02383696,0.03368973,0.04056899,0.0,0.0210456,0.03242214,0.03425089,0.04922181
15000,0.04679506,0.0,0.0,0.0429194,0.0429194,0.0,0.02271754,0.03143075,0.03903858,0.0,0.01978558,0.03032985,0.03188522,0.04679506
15100,0.04634154,0.0,0.0,0.04112061,0.04112061,0.0,0.0221414,0.03198905,0.03726264,0.0,0.02008807,0.03066315,0.03281644,0.04634154
15200,0.04383959,0.0,0.0,0.03849228,0.03849228,0.0,0.02104621,0.03100368,0.035093,0.0,0.01894415,0.03058141,0.03006775,0.04383959
15300,0.04656425,0.0,0.0,0.04021839,0.04021839,0.0,0.02221171,0.03301493,0.03743264,0.0,0.0203307,0.03204623,0.03291423,0.04656425
15400,0.0482819,0.0,0.0,0.04028799,0.04028799,0.0,0.02327561,0.03357493,0.03872532,0.0,0.02097749,0.03256753,0.0334067,0.0482819
15500,0.04370393,0.0,0.0,0.04104548,0.04104548,0.0,0.02102451,0.02902106,0.036644,0.0,0.01857488,0.02770557,0.03103168,0.04370393
15600,0.04762733,0.0,0.0,0.0400295,0.0400295,0.0,0.02279461,0.03362113,0.03758403,0.0,0.02082978,0.03248591,0.0331851,0.04762733
