step,loss,loss/distill_future_flow,loss/distill_future_flow_mean,loss/distill_future_force,loss/distill_future_force_mean,loss/hand_synergy,loss/student_action,loss/student_action_arm,loss/student_action_hand,loss/tactile_refiner_delta_reg,loss/teacher_action,loss/teacher_action_arm,loss/teacher_action_hand,loss/total
12300,0.05518578,0.0,0.0,0.05689257,0.05689257,0.0,0.02575386,0.03513223,0.04456248,0.0,0.02374267,0.03472446,0.03968105,0.05518578
12400,0.05986727,0.0,0.0,0.05853534,0.05853534,0.0,0.02812415,0.03966682,0.04777358,0.0,0.0258896,0.03902075,0.04231855,0.05986727
12500,0.0517191,0.0,0.0,0.0536825,0.0536825,0.0,0.02460876,0.03483478,0.04246317,0.0,0.02174209,0.03393456,0.03546444,0.0517191
12600,0.05215093,0.0,0.0,0.05348413,0.05348413,0.0,0.02479772,0.03557251,0.04291545,0.0,0.0220048,0.03469807,0.03600216,0.05215093
12700,0.05531596,0.0,0.0,0.05368529,0.05368529,0.0,0.02647749,0.03744556,0.04500769,0.0,0.02346993,0.03716788,0.03747642,0.05531596
12800,0.05292416,0.0,0.0,0.05167476,0.05167476,0.0,0.02478306,0.03683728,0.04109889,0.0,0.02297362,0.03525431,0.03738429,0.05292416
12900,0.05300137,0.0,0.0,0.04999613,0.04999613,0.0,0.02501291,0.03669006,0.04195272,0.0,0.02298886,0.03610845,0.03750863,0.05300137
13000,0.05480225,0.0,0.0,0.05286357,0.05286357,0.0,0.02636169,0.03727951,0.04449074,0.0,0.0231542,0.03662663,0.03652557,0.05480225
13100,0.04997296,0.0,0.0,0.05066139,0.05066139,0.0,0.02349565,0.0337891,0.04034513,0.0,0.02141117,0.03350299,0.03517146,0.04997296
13200,0.05099793,0.0,0.0,0.05541706,0.05541706,0.0,0.02419313,0.03409656,0.04167955,0.0,0.02126309,0.03279019,0.03465974,0.05099793
13300,0.05172037,0.0,0.0,0.05069442,0.05069442,0.0,0.02437494,0.03409813,0.04176617,0.0,0.02227599,0.03374219,0.0368686,0.05172037
13400,0.047537,0.0,0.0,0.04983702,0.04983702,0.0,0.02235822,0.03232146,0.03821326,0.0,0.02019508,0.03129,0.03319018,0.047537
13500,0.05150826,0.0,0.0,0.05143207,0.05143207,0.0,0.02440114,0.03551746,0.04147075,0.0,0.02196392,0.03385525,0.03609829,0.05150826
13600,0.05173207,0.0,0.0,0.05239946,0.05239946,0.0,0.02402985,0.03551328,0.03938959,0.0,0.02246227,0.03490645,0.03595398,0.05173207
13700,0.05118478,0.0,0.0,0.05637404,0.05637404,0.0,0.02424576,0.03381089,0.04167603,0.0,0.02130162,0.03276967,0.03470361,0.05118478
13800,0.05255424,0.0,0.0,0.05498362,0.05498362,0.0,0.02484164,0.03415827,0.04200249,0.0,0.02221424,0.03308495,0.03586514,0.05255424
13900,0.05079535,0.0,0.0,0.05571444,0.05571444,0.0,0.02389975,0.03396908,0.04047454,0.0,0.02132416,0.03305681,0.03432708,0.05079535
14000,0.05100358,0.0,0.0,0.05336773,0.05336773,0.0,0.02398715,0.03549282,0.04037513,0.0,0.02167965,0.03399449,0.03519694,0.05100358
14100,0.05167621,0.0,0.0,0.05159741,0.05159741,0.0,0.02471139,0.03526712,0.0415645,0.0,0.02180508,0.03357813,0.03476666,0.05167621
14200,0.04823775,0.0,0.0,0.05185942,0.05185942,0.0,0.02301287,0.03236728,0.03993458,0.0,0.02003894,0.0313544,0.03283295,0.04823775
14300,0.05053588,0.0,0.0,0.04847338,0.04847338,0.0,0.02413062,0.03513405,0.04007916,0.0,0.02155792,0.03411285,0.03413314,0.05053588
14400,0.04969456,0.0,0.0,0.04909841,0.04909841,0.0,0.02359144,0.03350971,0.03937905,0.0,0.02119329,0.03264008,0.03400289,0.04969456
14500,0.04934989,0.0,0.0,0.05149029,0.05149029,0.0,0.0229967,0.03423347,0.03856231,0.0,0.02120415,0.03334684,0.03418328,0.04934989
14600,0.05143583,0.0,0.0,0.05325346,0.05325346,0.0,0.02446698,0.03396043,0.04271918,0.0,0.0216435,0.03273678,0.03594264,0.05143583
14700,0.0472871,0.0,0.0,0.04783028,0.04783028,0.0,0.02233885,0.03253978,0.03766533,0.0,0.02016522,0.03173944,0.03273417,0.0472871
14800,0.04805567,0.0,0.0,0.05082458,0.05082458,0.0,0.02239142,0.03189528,0.03837186,0.0,0.02058179,0.03078964,0.03446503,0.04805567
14900,0.04964411,0.0,0.0,0.05344931,0.05344931,0.0,0.02353952,0.03318798,0.04010754,0.0,0.02075966,0.03217845,0.03329037,0.04964411
15000,0.04793473,0.0,0.0,0.05283447,0.05283447,0.0,0.02281925,0.03157511,0.03924793,0.0,0.01983204,0.03033195,0.03200495,0.04793473
15100,0.04744093,0.0,0.0,0.04880645,0.04880645,0.0,0.02231305,0.03210871,0.03763099,0.0,0.02024723,0.03121553,0.03301376,0.04744093
15200,0.04359278,0.0,0.0,0.04662211,0.04662211,0.0,0.02055192,0.03069777,0.0338086,0.0,0.01837865,0.0302205,0.02883465,0.04359278
15300,0.0469088,0.0,0.0,0.0504692,0.0504692,0.0,0.02180525,0.03342934,0.03604504,0.0,0.02005664,0.03304368,0.03168831,0.0469088
15400,0.04848834,0.0,0.0,0.04882185,0.04882185,0.0,0.02297055,0.03334888,0.03786644,0.0,0.0206356,0.03231291,0.0326003,0.04848834
15500,0.04408593,0.0,0.0,0.04897228,0.04897228,0.0,0.02062237,0.02927573,0.03542839,0.0,0.01856633,0.02852323,0.03046321,0.04408593
15600,0.04888505,0.0,0.0,0.05053042,0.05053042,0.0,0.0228696,0.03354723,0.0376387,0.0,0.0209624,0.03303568,0.03312608,0.04888505
15700,0.04626385,0.0,0.0,0.05083886,0.05083886,0.0,0.02149359,0.0306946,0.03575834,0.0,0.01968638,0.02996975,0.03184984,0.04626385
15800,0.04466532,0.0,0.0,0.05227684,0.05227684,0.0,0.02058434,0.02982995,0.03452653,0.0,0.0188533,0.02948828,0.03038266,0.04466532
15900,0.0436729,0.0,0.0,0.05049068,0.05049068,0.0,0.02012841,0.03093914,0.03360389,0.0,0.01849543,0.03033373,0.0297258,0.0436729
16000,0.04258583,0.0,0.0,0.04736347,0.04736347,0.0,0.01980711,0.02782387,0.03404171,0.0,0.01804237,0.02701195,0.02978153,0.04258583
16100,0.04189683,0.0,0.0,0.04896939,0.04896939,0.0,0.01939625,0.02891001,0.03283136,0.0,0.01760363,0.02776706,0.02892826,0.04189683
16200,0.04118582,0.0,0.0,0.04493339,0.04493339,0.0,0.01909088,0.02881268,0.03111969,0.0,0.0176016,0.02793133,0.02753904,0.04118582
16300,0.04093519,0.0,0.0,0.04486253,0.04486253,0.0,0.01908965,0.02853675,0.03199133,0.0,0.01735928,0.0282435,0.02751874,0.04093519
16400,0.0446573,0.0,0.0,0.04728556,0.04728556,0.0,0.02102904,0.02946714,0.03538585,0.0,0.01889971,0.02883667,0.03047964,0.0446573
16500,0.04241591,0.0,0.0,0.04891397,0.04891397,0.0,0.01981386,0.02908548,0.03318617,0.0,0.01771066,0.02886463,0.02786893,0.04241591
