step,loss,loss/distill_future_flow,loss/distill_future_flow_mean,loss/distill_future_force,loss/distill_future_force_mean,loss/hand_synergy,loss/student_action,loss/student_action_arm,loss/student_action_hand,loss/tactile_refiner_delta_reg,loss/teacher_action,loss/teacher_action_arm,loss/teacher_action_hand,loss/total
8600,0.07242066,0.0,0.0,0.0292633,0.0292633,0.0,0.03591521,0.06626785,0.05202499,0.0,0.03357913,0.06549557,0.04618607,0.07242066
8700,0.06979696,0.0,0.0,0.03204033,0.03204033,0.0,0.03472522,0.06721529,0.04830299,0.0,0.03186772,0.06420033,0.04271462,0.06979696
8800,0.0634627,0.0,0.0,0.02904272,0.02904272,0.0,0.03132463,0.06051623,0.04399267,0.0,0.0292338,0.05802196,0.03994534,0.0634627
8900,0.06501424,0.0,0.0,0.02957148,0.02957148,0.0,0.03256058,0.05940383,0.04656525,0.0,0.02949652,0.05692624,0.04005721,0.06501424
9000,0.06380439,0.0,0.0,0.02932444,0.02932444,0.0,0.03128044,0.06047042,0.04247491,0.0,0.0295915,0.05887685,0.0388036,0.06380439
9100,0.05917776,0.0,0.0,0.02858698,0.02858698,0.0,0.02894064,0.05958939,0.03817033,0.0,0.02737842,0.05877264,0.03418519,0.05917776
9200,0.05724169,0.0,0.0,0.02926909,0.02926909,0.0,0.02872208,0.0563433,0.04041423,0.0,0.0255927,0.0545745,0.03320719,0.05724169
9300,0.0618189,0.0,0.0,0.02948923,0.02948923,0.0,0.02986149,0.05810001,0.04064672,0.0,0.02900848,0.05633043,0.03927157,0.0618189
9400,0.05590469,0.0,0.0,0.02721762,0.02721762,0.0,0.02754343,0.05290588,0.03666224,0.0,0.0256395,0.05191798,0.0326308,0.05590469
9500,0.05502741,0.0,0.0,0.02634612,0.02634612,0.0,0.02724018,0.05419027,0.03622324,0.0,0.02515262,0.05207643,0.03171734,0.05502741
9600,0.06002203,0.0,0.0,0.02664113,0.02664113,0.0,0.02967054,0.06023221,0.03953217,0.0,0.02768738,0.05812344,0.03478605,0.06002203
9700,0.05804642,0.0,0.0,0.02616105,0.02616105,0.0,0.02873252,0.05784127,0.03809554,0.0,0.02669779,0.05660459,0.03365718,0.05804642
9800,0.0641124,0.0,0.0,0.02707983,0.02707983,0.0,0.03280825,0.059206,0.04804359,0.0,0.02859616,0.05831166,0.03754569,0.0641124
9900,0.05381619,0.0,0.0,0.0248441,0.0248441,0.0,0.02645216,0.05369572,0.03554174,0.0,0.02487962,0.0529165,0.03174893,0.05381619
10000,0.05982328,0.0,0.0,0.02843255,0.02843255,0.0,0.0298291,0.05605278,0.04221561,0.0,0.02715092,0.05586186,0.03567601,0.05982328
10100,0.05825261,0.0,0.0,0.02510286,0.02510286,0.0,0.02853807,0.05467076,0.03902706,0.0,0.02720425,0.05426171,0.03590734,0.05825261
10200,0.05913223,0.0,0.0,0.02510144,0.02510144,0.0,0.02985801,0.05449692,0.04293735,0.0,0.02676408,0.05263792,0.03587044,0.05913223
10300,0.06140645,0.0,0.0,0.02764705,0.02764705,0.0,0.03055243,0.05488317,0.04547416,0.0,0.02808931,0.05256334,0.04041919,0.06140645
10400,0.05431889,0.0,0.0,0.02585368,0.02585368,0.0,0.02663194,0.04964196,0.03725686,0.0,0.02510158,0.04845209,0.03377543,0.05431889
10500,0.05767661,0.0,0.0,0.02825023,0.02825023,0.0,0.02861812,0.05241811,0.04126275,0.0,0.02623346,0.05006557,0.03591851,0.05767661
10600,0.05291075,0.0,0.0,0.02493272,0.02493272,0.0,0.02662309,0.05064028,0.03734272,0.0,0.02379439,0.04766781,0.03165167,0.05291075
10700,0.05540103,0.0,0.0,0.0248813,0.0248813,0.0,0.02753238,0.05384516,0.03674285,0.0,0.02538051,0.05202204,0.03250211,0.05540103
10800,0.05238883,0.0,0.0,0.02513853,0.02513853,0.0,0.02609056,0.05021178,0.03601769,0.0,0.02378441,0.04890741,0.03072703,0.05238883
10900,0.05404979,0.0,0.0,0.02468718,0.02468718,0.0,0.02679225,0.04988755,0.03787593,0.0,0.02478883,0.04907809,0.03286043,0.05404979
11000,0.04988907,0.0,0.0,0.02293012,0.02293012,0.0,0.02464408,0.05130103,0.03273174,0.0,0.02295198,0.04887307,0.02956987,0.04988907
11100,0.04585478,0.0,0.0,0.02253596,0.02253596,0.0,0.02243728,0.04805909,0.02811993,0.0,0.0211639,0.04641334,0.02596242,0.04585478
11200,0.05074418,0.0,0.0,0.02264672,0.02264672,0.0,0.02516239,0.0504358,0.0337456,0.0,0.02331711,0.04874157,0.02934881,0.05074418
11300,0.04775524,0.0,0.0,0.02384516,0.02384516,0.0,0.02372396,0.04773503,0.03203725,0.0,0.02164676,0.04572743,0.02785604,0.04775524
11400,0.05304888,0.0,0.0,0.02283297,0.02283297,0.0,0.02622714,0.04789819,0.03575663,0.0,0.02453844,0.04758357,0.03214004,0.05304888
11500,0.04748895,0.0,0.0,0.0234974,0.0234974,0.0,0.02377718,0.04517447,0.03383092,0.0,0.02136202,0.04380918,0.02830662,0.04748895
11600,0.04920491,0.0,0.0,0.02192806,0.02192806,0.0,0.0241158,0.04757408,0.03292007,0.0,0.0228963,0.04659652,0.03034245,0.04920491
11700,0.05114743,0.0,0.0,0.02201704,0.02201704,0.0,0.02523066,0.0470555,0.03520435,0.0,0.02371506,0.04512149,0.03242832,0.05114743
11800,0.04553966,0.0,0.0,0.02325759,0.02325759,0.0,0.02240293,0.04519326,0.03019915,0.0,0.02081097,0.04361923,0.02672309,0.04553966
11900,0.04768663,0.0,0.0,0.02251408,0.02251408,0.0,0.02406606,0.04554345,0.03439586,0.0,0.02136916,0.04387163,0.02822279,0.04768663
